percent,reads_clade,reads_taxon,rank,taxid,name,db_name
0.01,1,1,S1,941580,Stewartia pseudocamellia var. koreana,prackendb
0.03,3,0,O,3524,Caryophyllales,prackendb
0.02,2,0,F,3615,Polygonaceae,prackendb
0.02,2,0,F1,1110380,Polygonoideae,prackendb
0.02,2,0,F2,1110385,Polygoneae,prackendb
0.02,2,0,G,46786,Polygonum,prackendb
0.02,2,2,S,137693,Polygonum aviculare,prackendb
0.01,1,0,F,1804623,Chenopodiaceae,prackendb
0.01,1,0,F1,1804621,Betoideae,prackendb
0.01,1,0,G,3554,Beta,prackendb
0.01,1,0,S,161934,Beta vulgaris,prackendb
0.01,1,1,S1,3555,Beta vulgaris subsp. vulgaris,prackendb
0.22,22,0,C2,4447,Liliopsida,prackendb
0.21,21,0,C3,1437197,Petrosaviidae,prackendb
0.2,20,0,C4,4734,commelinids,prackendb
0.18,18,0,O,38820,Poales,prackendb
0.11,11,0,F,4479,Poaceae,prackendb
0.06,6,0,F1,359160,BOP clade,prackendb
0.05,5,0,F2,147367,Oryzoideae,prackendb
0.05,5,0,F3,147380,Oryzeae,prackendb
0.05,5,0,F4,1648021,Oryzinae,prackendb
0.05,5,0,G,4527,Oryza,prackendb
0.04,4,3,S,4530,Oryza sativa,prackendb
0.01,1,1,S1,39946,Oryza sativa Indica Group,prackendb
0.01,1,1,S,4538,Oryza glaberrima,prackendb
0.01,1,0,F2,147368,Pooideae,prackendb
0.01,1,0,F3,1648037,Poodae,prackendb
0.01,1,0,F4,147387,Poeae,prackendb
0.01,1,0,F5,1652081,Poeae Chloroplast Group 2 (Poeae type),prackendb
0.01,1,0,F6,2948571,Loliodinae,prackendb
0.01,1,0,F7,640630,Loliinae,prackendb
0.01,1,0,G,4520,Lolium,prackendb
0.01,1,1,S,4522,Lolium perenne,prackendb
0.05,5,0,F1,147370,PACMAD clade,prackendb
0.05,5,0,F2,147369,Panicoideae,prackendb
0.05,5,0,F3,1648036,Panicodae,prackendb
0.05,5,0,F4,147428,Paniceae,prackendb
0.05,5,0,F5,1293361,Cenchrinae,prackendb
0.05,5,0,G,4554,Setaria,prackendb
0.05,5,5,S,4556,Setaria viridis,prackendb
0.03,3,0,F,4613,Bromeliaceae,prackendb
0.03,3,0,F1,1909378,Bromelioideae,prackendb
0.03,3,0,G,4614,Ananas,prackendb
0.03,3,2,S,4615,Ananas comosus,prackendb
0.01,1,1,S1,296719,Ananas comosus var. bracteatus,prackendb
0.03,3,0,F,14101,Juncaceae,prackendb
0.02,2,0,G,46322,Luzula,prackendb
0.02,2,2,S,59018,Luzula sylvatica,prackendb
0.01,1,0,G,13578,Juncus,prackendb
0.01,1,1,S,13579,Juncus effusus,prackendb
0.01,1,0,F,4609,Cyperaceae,prackendb
0.01,1,0,F1,986140,Cyperoideae,prackendb
0.01,1,0,F2,994702,Rhynchosporeae,prackendb
0.01,1,0,G,46332,Rhynchospora,prackendb
0.01,1,1,S,2022672,Rhynchospora breviuscula,prackendb
0.02,2,0,O,4618,Zingiberales,prackendb
0.02,2,0,F,4637,Musaceae,prackendb
0.02,2,0,G,4640,Musa,prackendb
0.02,2,2,S,320322,Musa troglodytarum,prackendb
0.01,1,0,O,40548,Dioscoreales,prackendb
0.01,1,0,F,4671,Dioscoreaceae,prackendb
0.01,1,0,G,4672,Dioscorea,prackendb
0.01,1,0,S,29710,Dioscorea cayenensis,prackendb
0.01,1,1,S1,55577,Dioscorea cayenensis subsp. rotundata,prackendb
0.01,1,0,O,16360,Alismatales,prackendb
0.01,1,0,F,4454,Araceae,prackendb
0.01,1,0,F1,284551,Lemnoideae,prackendb
0.01,1,0,G,4473,Spirodela,prackendb
0.01,1,1,S,51605,Spirodela intermedia,prackendb
0.01,1,0,O,232378,Proteales,prackendb
0.01,1,0,F,4328,Proteaceae,prackendb
0.01,1,0,G,54954,Telopea,prackendb
0.01,1,1,S,54955,Telopea speciosissima,prackendb
0.01,1,0,O,261007,Nymphaeales,prackendb
0.01,1,0,F,4410,Nymphaeaceae,prackendb
0.01,1,0,G,4418,Nymphaea,prackendb
0.01,1,1,S,210225,Nymphaea colorata,prackendb
0.03,3,0,P3,3208,Bryophyta,prackendb
0.03,3,0,P4,404260,Bryophytina,prackendb
0.03,3,0,C,3214,Bryopsida,prackendb
0.03,3,0,C1,114658,Bryidae,prackendb
0.03,3,0,C2,404315,Hypnanae,prackendb
0.03,3,0,O,13798,Hypnales,prackendb
0.02,2,0,F,28466,Hylocomiaceae,prackendb
0.02,2,0,G,28467,Rhytidiadelphus,prackendb
0.02,2,2,S,28468,Rhytidiadelphus loreus,prackendb
0.01,1,0,F,61526,Thuidiaceae,prackendb
0.01,1,0,G,67427,Thuidium,prackendb
0.01,1,1,S,67428,Thuidium tamariscinum,prackendb
0.01,1,0,P3,3195,Marchantiophyta,prackendb
0.01,1,0,C,186770,Marchantiopsida,prackendb
0.01,1,0,C1,186774,Marchantiidae,prackendb
0.01,1,0,O,28908,Marchantiales,prackendb
0.01,1,0,F,29585,Marchantiaceae,prackendb
0.01,1,0,G,3196,Marchantia,prackendb
0.01,1,0,S,3197,Marchantia polymorpha,prackendb
0.01,1,1,S1,1480154,Marchantia polymorpha subsp. ruderalis,prackendb
0.03,3,0,P,3041,Chlorophyta,prackendb
0.02,2,0,P1,2692248,core chlorophytes,prackendb
0.02,2,0,C,3166,Chlorophyceae,prackendb
0.02,2,0,C1,2812636,CS clade,prackendb
0.02,2,0,O,3042,Chlamydomonadales,prackendb
0.02,2,0,F,3043,Dunaliellaceae,prackendb
0.02,2,0,G,3044,Dunaliella,prackendb
0.02,2,2,S,257627,Dunaliella primolecta,prackendb
0.01,1,1,C,33103,Ulvophyceae,prackendb
0.69,69,0,D1,2698737,Sar,prackendb
0.69,69,0,D2,33630,Alveolata,prackendb
0.64,64,0,P,5794,Apicomplexa,prackendb
0.55,55,0,C,422676,Aconoidasida,prackendb
0.36,36,0,O,2735539,Nephromycida,prackendb
0.36,36,0,G,873537,Nephromyces,prackendb
0.36,36,1,G1,2637010,unclassified Nephromyces,prackendb
0.35,35,35,S,2544991,Nephromyces sp. ex Molgula occidentalis,prackendb
0.18,18,0,O,5819,Haemosporida,prackendb
0.18,18,0,F,1639119,Plasmodiidae,prackendb
0.18,18,0,G,5820,Plasmodium,prackendb
0.13,13,2,G1,418101,Plasmodium (Vinckeia),prackendb
0.1,10,0,S,5821,Plasmodium berghei,prackendb
0.1,10,10,S1,5823,Plasmodium berghei ANKA,prackendb
0.01,1,0,S,5860,Plasmodium vinckei,prackendb
0.01,1,1,S1,54757,Plasmodium vinckei vinckei,prackendb
0.03,3,1,G1,418107,Plasmodium (Laverania),prackendb
0.02,2,2,S,720590,Plasmodium sp. DRC-Itaito,prackendb
0.02,2,0,G1,2038118,Plasmodium (Lacertamoeba),prackendb
0.02,2,2,S,31275,Plasmodium floridense,prackendb
0.01,1,0,O,5863,Piroplasmida,prackendb
0.01,1,0,F,32594,Babesiidae,prackendb
0.01,1,0,G,5864,Babesia,prackendb
0.01,1,0,S,5868,Babesia microti,prackendb
0.01,1,1,S1,1133968,Babesia microti strain RI,prackendb
0.09,9,0,C,1280412,Conoidasida,prackendb
0.09,9,1,C1,5796,Coccidia,prackendb
0.08,8,0,O,75739,Eucoccidiorida,prackendb
0.08,8,0,O1,423054,Eimeriorina,prackendb
0.04,4,0,F,5799,Eimeriidae,prackendb
0.04,4,0,G,5800,Eimeria,prackendb
0.02,2,2,S,352384,Eimeria furonis,prackendb
0.01,1,1,S,5802,Eimeria tenella,prackendb
0.01,1,1,S,947528,Eimeria anguillae,prackendb
0.02,2,0,F,5809,Sarcocystidae,prackendb
0.02,2,0,G,5810,Toxoplasma,prackendb
0.02,2,0,S,5811,Toxoplasma gondii,prackendb
0.02,2,2,S1,508771,Toxoplasma gondii ME49,prackendb
0.02,2,0,F,35082,Cryptosporidiidae,prackendb
0.02,2,0,G,5806,Cryptosporidium,prackendb
0.02,2,2,S,5807,Cryptosporidium parvum,prackendb
0.05,5,0,P,5878,Ciliophora,prackendb
0.05,5,0,P1,431838,Intramacronucleata,prackendb
0.04,4,0,C,6020,Oligohymenophorea,prackendb
0.04,4,0,O,31277,Hymenostomatida,prackendb
0.04,4,0,O1,37093,Tetrahymenina,prackendb
0.04,4,0,F,291294,Tetrahymenidae,prackendb
0.04,4,0,G,5890,Tetrahymena,prackendb
0.04,4,0,S,5911,Tetrahymena thermophila,prackendb
0.04,4,4,S1,312017,Tetrahymena thermophila SB210,prackendb
0.01,1,0,C,6000,Prostomatea,prackendb
0.01,1,0,O,6001,Prorodontida,prackendb
0.01,1,0,F,693141,Placidae,prackendb
0.01,1,0,G,693142,Placus,prackendb
0.01,1,1,S,1005901,Placus striatus,prackendb
0.03,3,0,P,2763,Rhodophyta,prackendb
0.02,2,0,C,2797,Bangiophyceae,prackendb
0.01,1,0,O,2798,Porphyridiales,prackendb
0.01,1,0,F,2799,Porphyridiaceae,prackendb
0.01,1,0,G,2791,Porphyridium,prackendb
0.01,1,1,S,2792,Porphyridium aerugineum,prackendb
0.01,1,0,O,265318,Cyanidiales,prackendb
0.01,1,0,F,265316,Cyanidiaceae,prackendb
0.01,1,0,G,83373,Galdieria,prackendb
0.01,1,1,S,130081,Galdieria sulphuraria,prackendb
0.01,1,0,C,2806,Florideophyceae,prackendb
0.01,1,0,C1,2045261,Rhodymeniophycidae,prackendb
0.01,1,0,O,2802,Ceramiales,prackendb
0.01,1,1,F,2803,Rhodomelaceae,prackendb
0.02,2,0,D1,554915,Amoebozoa,prackendb
0.02,2,0,P,2605435,Evosea,prackendb
0.01,1,0,C,142796,Eumycetozoa,prackendb
0.01,1,0,C1,33083,Dictyostelia,prackendb
0.01,1,0,O,2058949,Dictyosteliales,prackendb
0.01,1,0,F,2058185,Dictyosteliaceae,prackendb
0.01,1,0,G,5782,Dictyostelium,prackendb
0.01,1,1,S,5786,Dictyostelium purpureum,prackendb
0.01,1,0,P1,555406,Archamoebae,prackendb
0.01,1,0,O,2682482,Mastigamoebida,prackendb
0.01,1,0,F,33084,Entamoebidae,prackendb
0.01,1,0,G,5758,Entamoeba,prackendb
0.01,1,0,S,33085,Entamoeba invadens,prackendb
0.01,1,1,S1,370355,Entamoeba invadens IP1,prackendb
0.02,2,0,D1,2611352,Discoba,prackendb
0.02,2,0,P,5752,Heterolobosea,prackendb
0.02,2,0,P1,2601529,Tetramitia,prackendb
0.02,2,0,P2,2601530,Eutetramitia,prackendb
0.02,2,0,F,5765,Vahlkampfiidae,prackendb
0.02,2,0,G,5761,Naegleria,prackendb
0.01,1,1,S,5762,Naegleria gruberi,prackendb
0.01,1,1,S,51637,Naegleria lovaniensis,prackendb
0.02,2,0,D1,2611341,Metamonada,prackendb
0.02,2,0,P,5719,Parabasalia,prackendb
0.02,2,0,O,37104,Trichomonadida,prackendb
0.02,2,0,F,181550,Trichomonadidae,prackendb
0.02,2,0,G,5721,Trichomonas,prackendb
0.02,2,0,S,5722,Trichomonas vaginalis,prackendb
0.02,2,2,S1,412133,Trichomonas vaginalis G3,prackendb
0.01,1,0,C,3027,Cryptophyceae,prackendb
0.01,1,0,O,589342,Pyrenomonadales,prackendb
0.01,1,0,F,589345,Chroomonadaceae,prackendb
0.01,1,0,G,3028,Chroomonas,prackendb
0.01,1,0,S,195065,Chroomonas mesostigmatica,prackendb
0.01,1,1,S1,1195612,Chroomonas mesostigmatica CCMP1168,prackendb
2.07,207,6,,2,Bacteria,prackendb
1.09,109,5,P,1224,Proteobacteria,prackendb
0.69,69,2,C,1236,Gammaproteobacteria,prackendb
0.4,40,0,O,91347,Enterobacterales,prackendb
0.34,34,0,F,543,Enterobacteriaceae,prackendb
0.31,31,0,F1,2890311,Klebsiella/Raoultella group,prackendb
0.31,31,0,G,570,Klebsiella,prackendb
0.31,31,31,S,1463165,Klebsiella quasipneumoniae,prackendb
0.01,1,0,F1,191675,Enterobacteriaceae incertae sedis,prackendb
0.01,1,0,F2,84563,"ant, tsetse, mealybug, aphid, etc. endosymbionts",prackendb
0.01,1,0,F3,84564,ant endosymbionts,prackendb
0.01,1,0,G,203804,Candidatus Blochmannia,prackendb
0.01,1,0,G1,711328,unclassified Candidatus Blochmannia,prackendb
0.01,1,1,S,1505597,Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus,prackendb
0.01,1,0,G,561,Escherichia,prackendb
0.01,1,1,S,562,Escherichia coli,prackendb
0.01,1,0,F1,36866,unclassified Enterobacteriaceae,prackendb
0.01,1,1,S,2675783,Enterobacteriaceae endosymbiont of Donacia semicuprea,prackendb
0.04,4,0,F,1903409,Erwiniaceae,prackendb
0.02,2,0,G,32199,Buchnera,prackendb
0.02,2,0,S,9,Buchnera aphidicola,prackendb
0.01,1,1,S1,98795,Buchnera aphidicola (Myzus persicae),prackendb
0.01,1,1,S1,2727851,Buchnera aphidicola (Hormaphis cornu),prackendb
0.01,1,0,G,551,Erwinia,prackendb
0.01,1,1,S,55211,Erwinia persicina,prackendb
0.01,1,1,G,53335,Pantoea,prackendb
0.01,1,0,F,1903410,Pectobacteriaceae,prackendb
0.01,1,0,G,122277,Pectobacterium,prackendb
0.01,1,1,S,2778550,Pectobacterium parvum,prackendb
0.01,1,0,F,1903411,Yersiniaceae,prackendb
0.01,1,1,G,629,Yersinia,prackendb
0.06,6,0,O,135623,Vibrionales,prackendb
0.06,6,0,F,641,Vibrionaceae,prackendb
0.05,5,1,G,662,Vibrio,prackendb
0.01,1,1,S,47951,Vibrio cyclitrophicus,prackendb
0.01,1,0,G1,717610,Vibrio harveyi group,prackendb
0.01,1,1,S,696485,Vibrio owensii,prackendb
0.01,1,1,S,1074311,Vibrio alfacsensis,prackendb
0.01,1,1,S,92172,Vibrio aerogenes,prackendb
0.01,1,0,G,657,Photobacterium,prackendb
0.01,1,0,G1,2628852,unclassified Photobacterium,prackendb
0.01,1,1,S,2912855,Photobacterium sp. CCB-ST2H9,prackendb
0.05,5,0,O,135622,Alteromonadales,prackendb
0.03,3,0,F,267890,Shewanellaceae,prackendb
0.03,3,0,G,22,Shewanella,prackendb
0.01,1,0,G1,196818,unclassified Shewanella,prackendb
0.01,1,1,S,2575361,Shewanella sp. MEBiC00475,prackendb
0.01,1,1,S,150120,Shewanella livingstonensis,prackendb
0.01,1,1,S,2487742,Shewanella psychromarinicola,prackendb
0.01,1,0,F,72275,Alteromonadaceae,prackendb
0.01,1,0,G,89404,Glaciecola,prackendb
0.01,1,1,S,2489595,Glaciecola amylolytica,prackendb
0.01,1,0,F,267889,Colwelliaceae,prackendb
0.01,1,0,G,28228,Colwellia,prackendb
0.01,1,0,G1,196834,unclassified Colwellia,prackendb
0.01,1,1,S,1816219,Colwellia sp. PAMC 21821,prackendb
0.04,4,0,O,72274,Pseudomonadales,prackendb
0.04,4,0,F,135621,Pseudomonadaceae,prackendb
0.02,2,0,G,286,Pseudomonas,prackendb
0.01,1,0,G1,136842,Pseudomonas chlororaphis group,prackendb
0.01,1,1,S,587753,Pseudomonas chlororaphis,prackendb
0.01,1,0,G1,136849,Pseudomonas syringae group,prackendb
0.01,1,0,G2,251695,Pseudomonas syringae group genomosp. 1,prackendb
0.01,1,0,S,317,Pseudomonas syringae,prackendb
0.01,1,0,S1,59510,Pseudomonas syringae pv. pisi,prackendb
0.01,1,1,S2,1357292,Pseudomonas syringae pv. pisi str. PP1,prackendb
0.01,1,0,F1,351,Azotobacter group,prackendb
0.01,1,0,G,352,Azotobacter,prackendb
0.01,1,1,S,69964,Azotobacter salinestris,prackendb
0.01,1,0,G,2901164,Stutzerimonas,prackendb
0.01,1,0,G1,136846,Stutzerimonas stutzeri group,prackendb
0.01,1,0,G2,578833,Stutzerimonas stutzeri subgroup,prackendb
0.01,1,1,S,316,Stutzerimonas stutzeri,prackendb
0.03,3,0,O,2887326,Moraxellales,prackendb
0.03,3,0,F,468,Moraxellaceae,prackendb
0.02,2,0,G,469,Acinetobacter,prackendb
0.01,1,1,S,1839785,Acinetobacter portensis,prackendb
0.01,1,1,S,134534,Acinetobacter gyllenbergii,prackendb
0.01,1,0,G,2824158,Aquirhabdus,prackendb
0.01,1,1,S,2283318,Aquirhabdus parva,prackendb
0.03,3,0,O,135625,Pasteurellales,prackendb
0.03,3,0,F,712,Pasteurellaceae,prackendb
0.01,1,0,G,2899790,Mergibacter,prackendb
0.01,1,1,S,221402,Mergibacter septicus,prackendb
0.01,1,0,G,2094023,Glaesserella,prackendb
0.01,1,1,S,738,Glaesserella parasuis,prackendb
0.01,1,0,G,416916,Aggregatibacter,prackendb
0.01,1,0,G1,2639383,unclassified Aggregatibacter,prackendb
0.01,1,1,S,2820817,Aggregatibacter sp. 2125159857,prackendb
0.02,2,0,O,135619,Oceanospirillales,prackendb
0.02,2,0,F,28256,Halomonadaceae,prackendb
0.02,2,0,F1,114403,Zymobacter group,prackendb
0.02,2,0,G,235572,Candidatus Portiera,prackendb
0.02,2,2,S,91844,Candidatus Portiera aleyrodidarum,prackendb
0.01,1,0,O,72273,Thiotrichales,prackendb
0.01,1,0,F,34064,Francisellaceae,prackendb
0.01,1,0,G,262,Francisella,prackendb
0.01,1,0,S,622488,Francisella hispaniensis,prackendb
0.01,1,1,S1,1088883,Francisella hispaniensis FSC454,prackendb
0.01,1,0,O,118969,Legionellales,prackendb
0.01,1,0,F,118968,Coxiellaceae,prackendb
0.01,1,0,G,59195,Rickettsiella,prackendb
0.01,1,1,S,676208,Candidatus Rickettsiella viridis,prackendb
0.01,1,0,O,135614,Xanthomonadales,prackendb
0.01,1,0,F,32033,Xanthomonadaceae,prackendb
0.01,1,0,G,68,Lysobacter,prackendb
0.01,1,1,S,69,Lysobacter enzymogenes,prackendb
0.01,1,0,O,135624,Aeromonadales,prackendb
0.01,1,0,F,84642,Aeromonadaceae,prackendb
0.01,1,1,G,642,Aeromonas,prackendb
0.16,16,2,C,28211,Alphaproteobacteria,prackendb
0.05,5,0,O,356,Hyphomicrobiales,prackendb
0.02,2,0,F,69277,Phyllobacteriaceae,prackendb
0.01,1,0,G,68287,Mesorhizobium,prackendb
0.01,1,0,G1,325217,unclassified Mesorhizobium,prackendb
0.01,1,1,S,2493673,Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,prackendb
0.01,1,0,G,28100,Phyllobacterium,prackendb
0.01,1,1,S,1867719,Phyllobacterium zundukense,prackendb
0.01,1,0,F,41294,Nitrobacteraceae,prackendb
0.01,1,1,G,374,Bradyrhizobium,prackendb
0.01,1,0,F,82115,Rhizobiaceae,prackendb
0.01,1,0,F1,227290,Rhizobium/Agrobacterium group,prackendb
0.01,1,0,G,357,Agrobacterium,prackendb
0.01,1,1,S,2735528,Agrobacterium vaccinii,prackendb
0.01,1,0,F,255475,Aurantimonadaceae,prackendb
0.01,1,0,G,293088,Martelella,prackendb
0.01,1,1,S,1486262,Martelella endophytica,prackendb
0.03,3,0,O,204457,Sphingomonadales,prackendb
0.02,2,0,F,41297,Sphingomonadaceae,prackendb
0.02,2,0,G,165696,Novosphingobium,prackendb
0.02,2,0,S,48935,Novosphingobium aromaticivorans,prackendb
0.02,2,2,S1,279238,Novosphingobium aromaticivorans DSM 12444,prackendb
0.01,1,0,F,2820280,Sphingosinicellaceae,prackendb
0.01,1,0,G,335405,Sphingosinicella,prackendb
0.01,1,1,S,335406,Sphingosinicella microcystinivorans,prackendb
0.02,2,0,O,204441,Rhodospirillales,prackendb
0.02,2,0,F,433,Acetobacteraceae,prackendb
0.01,1,0,G,434,Acetobacter,prackendb
0.01,1,1,S,1633874,Acetobacter oryzifermentans,prackendb
0.01,1,1,G,125216,Roseomonas,prackendb
0.02,2,0,O,204455,Rhodobacterales,prackendb
0.01,1,0,F,31989,Rhodobacteraceae,prackendb
0.01,1,0,G,265,Paracoccus,prackendb
0.01,1,1,S,2065379,Paracoccus jeotgali,prackendb
0.01,1,0,F,2854170,Roseobacteraceae,prackendb
0.01,1,0,G,2854186,Pseudosulfitobacter,prackendb
0.01,1,1,S,1402135,Pseudosulfitobacter pseudonitzschiae,prackendb
0.01,1,0,O,766,Rickettsiales,prackendb
0.01,1,0,F,942,Anaplasmataceae,prackendb
0.01,1,0,F1,952,Wolbachieae,prackendb
0.01,1,0,G,953,Wolbachia,prackendb
0.01,1,1,G1,2640676,unclassified Wolbachia,prackendb
0.01,1,0,O,54526,Pelagibacterales,prackendb
0.01,1,0,F,1655514,Pelagibacteraceae,prackendb
0.01,1,0,G,198251,Candidatus Pelagibacter,prackendb
0.01,1,0,G1,2647897,unclassified Candidatus Pelagibacter,prackendb
0.01,1,1,S,1388755,Candidatus Pelagibacter sp. HIMB1321,prackendb
0.11,11,0,C,28216,Betaproteobacteria,prackendb
0.06,6,0,O,80840,Burkholderiales,prackendb
0.02,2,0,F,119060,Burkholderiaceae,prackendb
0.01,1,0,G,44013,Polynucleobacter,prackendb
0.01,1,1,S,576610,Polynucleobacter necessarius,prackendb
0.01,1,0,G,32008,Burkholderia,prackendb
0.01,1,1,S,28095,Burkholderia gladioli,prackendb
0.01,1,0,F,506,Alcaligenaceae,prackendb
0.01,1,0,G,517,Bordetella,prackendb
0.01,1,0,G1,2630031,unclassified Bordetella,prackendb
0.01,1,1,S,28081,Bordetella sp.,prackendb
0.01,1,0,F,75682,Oxalobacteraceae,prackendb
0.01,1,0,F1,2895353,Massilia group,prackendb
0.01,1,0,G,149698,Massilia,prackendb
0.01,1,1,S,2728020,Massilia forsythiae,prackendb
0.01,1,0,O1,80841,unclassified Burkholderiales,prackendb
0.01,1,1,S,1891238,Burkholderiales bacterium,prackendb
0.01,1,0,F,995019,Sutterellaceae,prackendb
0.01,1,0,G,577310,Parasutterella,prackendb
0.01,1,0,G1,1263096,environmental samples,prackendb
0.01,1,1,S,1263098,uncultured Parasutterella sp.,prackendb
0.04,4,0,C1,119066,Betaproteobacteria incertae sedis,prackendb
0.04,4,1,G,33055,Candidatus Kinetoplastibacterium,prackendb
0.02,2,2,S,1576550,Candidatus Kinetoplastibacterium sorsogonicusi,prackendb
0.01,1,0,S,994695,Candidatus Kinetoplastibacterium galatii,prackendb
0.01,1,1,S1,1208921,Candidatus Kinetoplastibacterium galatii TCC219,prackendb
0.01,1,0,O,206351,Neisseriales,prackendb
0.01,1,1,F,481,Neisseriaceae,prackendb
0.08,8,0,P1,68525,delta/epsilon subdivisions,prackendb
0.06,6,0,C,29547,Epsilonproteobacteria,prackendb
0.05,5,0,O,213849,Campylobacterales,prackendb
0.03,3,1,F,2808963,Arcobacteraceae,prackendb
0.01,1,0,G,28196,Arcobacter,prackendb
0.01,1,0,G1,2593671,unclassified Arcobacter,prackendb
0.01,1,1,S,2593672,Arcobacter sp. FWKO B,prackendb
0.01,1,0,G,2321114,Malaciobacter,prackendb
0.01,1,0,S,603050,Malaciobacter mytili,prackendb
0.01,1,1,S1,1032238,Malaciobacter mytili LMG 24559,prackendb
0.01,1,0,F,72294,Campylobacteraceae,prackendb
0.01,1,0,G,194,Campylobacter,prackendb
0.01,1,1,S,2505970,Campylobacter armoricus,prackendb
0.01,1,0,F,2771471,Thiovulaceae,prackendb
0.01,1,0,G,202746,Sulfurimonas,prackendb
0.01,1,1,S,2740404,Candidatus Sulfurimonas baltica,prackendb
0.01,1,0,O,235899,Nautiliales,prackendb
0.01,1,0,F,224467,Nautiliaceae,prackendb
0.01,1,0,G,191291,Nautilia,prackendb
0.01,1,0,S,244787,Nautilia profundicola,prackendb
0.01,1,1,S1,598659,Nautilia profundicola AmH,prackendb
0.02,2,0,C,28221,Deltaproteobacteria,prackendb
0.01,1,0,O,213118,Desulfobacterales,prackendb
0.01,1,0,F,2886822,Desulfocapsaceae,prackendb
0.01,1,0,G,2886823,Desulfosediminicola,prackendb
0.01,1,1,S,2569540,Desulfosediminicola ganghwensis,prackendb
0.01,1,0,O,213462,Syntrophobacterales,prackendb
0.01,1,0,F,213465,Syntrophobacteraceae,prackendb
0.01,1,0,G,361106,Desulfoglaeba,prackendb
0.01,1,0,S,361111,Desulfoglaeba alkanexedens,prackendb
0.01,1,1,S1,980445,Desulfoglaeba alkanexedens ALDC,prackendb
0.67,67,0,D1,1783272,Terrabacteria group,prackendb
0.44,44,2,P,1239,Firmicutes,prackendb
0.31,31,0,C,91061,Bacilli,prackendb
0.26,26,1,O,1385,Bacillales,prackendb
0.15,15,1,F,186817,Bacillaceae,prackendb
0.04,4,0,G,2675230,Cytobacillus,prackendb
0.04,4,4,S,2779776,Cytobacillus suaedae,prackendb
0.01,1,0,G,2675234,Alkalihalobacillus,prackendb
0.01,1,0,G1,2675276,unclassified Alkalihalobacillus,prackendb
0.01,1,1,S,2924032,Alkalihalobacillus sp. LMS39,prackendb
0.01,1,0,G,2837503,Gottfriedia,prackendb
0.01,1,1,S,371036,Gottfriedia acidiceleris,prackendb
0.01,1,0,G,2837504,Heyndrickxia,prackendb
0.01,1,1,S,46224,Heyndrickxia sporothermodurans,prackendb
0.01,1,0,G,2837508,Rossellomorea,prackendb
0.01,1,1,S,189381,Rossellomorea marisflavi,prackendb
0.01,1,0,G,1434042,Salisediminibacterium,prackendb
0.01,1,0,S,85683,Salisediminibacterium selenitireducens,prackendb
0.01,1,1,S1,439292,[Bacillus] selenitireducens MLS10,prackendb
0.01,1,0,G,400634,Lysinibacillus,prackendb
0.01,1,0,G1,2636778,unclassified Lysinibacillus,prackendb
0.01,1,1,S,2169540,Lysinibacillus sp. 2017,prackendb
0.01,1,0,G,2800373,Priestia,prackendb
0.01,1,1,S,1404,Priestia megaterium,prackendb
0.01,1,0,G,84406,Virgibacillus,prackendb
0.01,1,0,G1,2620237,unclassified Virgibacillus,prackendb
0.01,1,1,S,2419841,Virgibacillus sp. Bac330,prackendb
0.01,1,0,G,45667,Halobacillus,prackendb
0.01,1,0,G1,2636472,unclassified Halobacillus,prackendb
0.01,1,1,S,2932259,Halobacillus sp. SSHM10-5,prackendb
0.01,1,0,G,2920444,Mangrovibacillus,prackendb
0.01,1,1,S,2593652,Mangrovibacillus cuniculi,prackendb
0.05,5,0,F,90964,Staphylococcaceae,prackendb
0.04,4,1,G,1279,Staphylococcus,prackendb
0.01,1,1,S,1282,Staphylococcus epidermidis,prackendb
0.01,1,1,S,29382,Staphylococcus cohnii,prackendb
0.01,1,1,S,46127,Staphylococcus felis,prackendb
0.01,1,0,G,69965,Macrococcus,prackendb
0.01,1,1,S,2875764,Macrococcus armenti,prackendb
0.02,2,0,F,186818,Planococcaceae,prackendb
0.01,1,0,G,1569,Sporosarcina,prackendb
0.01,1,0,G1,2647733,unclassified Sporosarcina,prackendb
0.01,1,1,S,2283194,Sporosarcina sp. PTS2304,prackendb
0.01,1,0,G,1649,Kurthia,prackendb
0.01,1,1,S,1650,Kurthia zopfii,prackendb
0.02,2,0,F,186822,Paenibacillaceae,prackendb
0.02,2,0,G,44249,Paenibacillus,prackendb
0.01,1,0,G1,185978,unclassified Paenibacillus,prackendb
0.01,1,1,S,2866810,Paenibacillus sp. PSB04,prackendb
0.01,1,1,S,2565926,Paenibacillus algicola,prackendb
0.01,1,0,F,186820,Listeriaceae,prackendb
0.01,1,0,G,1637,Listeria,prackendb
0.01,1,1,S,1639,Listeria monocytogenes,prackendb
0.05,5,0,O,186826,Lactobacillales,prackendb
0.03,3,1,F,33958,Lactobacillaceae,prackendb
0.02,2,0,G,2767887,Ligilactobacillus,prackendb
0.02,2,2,S,1624,Ligilactobacillus salivarius,prackendb
0.01,1,0,F,1300,Streptococcaceae,prackendb
0.01,1,1,G,1301,Streptococcus,prackendb
0.01,1,0,F,186827,Aerococcaceae,prackendb
0.01,1,0,G,1375,Aerococcus,prackendb
0.01,1,0,S,1376,Aerococcus urinae,prackendb
0.01,1,1,S1,866775,Aerococcus urinae ACS-120-V-Col10a,prackendb
