percent,reads_clade,reads_taxon,rank,taxid,name,db_name
0.01,1,1,S,1324217,Imperialibacter roseus,pluspf
0.01,1,0,F,1937968,Bernardetiaceae,pluspf
0.01,1,0,G,1937972,Bernardetia,pluspf
0.01,1,0,S,999,Bernardetia litoralis,pluspf
0.01,1,1,S1,880071,Bernardetia litoralis DSM 6794,pluspf
0.1,10,0,P,29547,Campylobacterota,pluspf
0.1,10,0,C,3031852,Epsilonproteobacteria,pluspf
0.08,8,0,O,213849,Campylobacterales,pluspf
0.06,6,1,F,2808963,Arcobacteraceae,pluspf
0.03,3,0,G,2321111,Aliarcobacter,pluspf
0.03,3,3,S,255507,Aliarcobacter cibarius,pluspf
0.01,1,0,G,2321114,Malaciobacter,pluspf
0.01,1,0,S,603050,Malaciobacter mytili,pluspf
0.01,1,1,S1,1032238,Malaciobacter mytili LMG 24559,pluspf
0.01,1,0,G,2321187,Poseidonibacter,pluspf
0.01,1,1,S,1850254,Poseidonibacter parvus,pluspf
0.01,1,0,F,72293,Helicobacteraceae,pluspf
0.01,1,0,G,209,Helicobacter,pluspf
0.01,1,1,S,45498,Helicobacter cholecystus,pluspf
0.01,1,0,F,72294,Campylobacteraceae,pluspf
0.01,1,0,G,194,Campylobacter,pluspf
0.01,1,1,S,2505970,Campylobacter armoricus,pluspf
0.02,2,0,O,235899,Nautiliales,pluspf
0.02,2,0,F,2795691,Nitratiruptoraceae,pluspf
0.01,1,0,G,269258,Nitratiruptor,pluspf
0.01,1,1,G1,2624044,unclassified Nitratiruptor,pluspf
0.01,1,0,G,2795692,Nitrosophilus,pluspf
0.01,1,1,S,2930200,Nitrosophilus kaiyonis,pluspf
0.04,4,0,K1,1783257,PVC group,pluspf
0.03,3,0,P,203682,Planctomycetota,pluspf
0.02,2,0,C,203683,Planctomycetia,pluspf
0.02,2,0,O,2691354,Pirellulales,pluspf
0.02,2,0,F,2691357,Pirellulaceae,pluspf
0.02,2,0,G,2714594,Bremerella,pluspf
0.02,2,2,S,2527984,Bremerella volcania,pluspf
0.01,1,0,C,666505,Phycisphaerae,pluspf
0.01,1,0,O,666506,Phycisphaerales,pluspf
0.01,1,0,F,666507,Phycisphaeraceae,pluspf
0.01,1,0,G,2803301,Poriferisphaera,pluspf
0.01,1,0,G1,2848651,unclassified Poriferisphaera,pluspf
0.01,1,1,S,3425129,Poriferisphaera sp. WC338,pluspf
0.01,1,0,P,204428,Chlamydiota,pluspf
0.01,1,0,C,204429,Chlamydiia,pluspf
0.01,1,0,O,51291,Chlamydiales,pluspf
0.01,1,0,F,809,Chlamydiaceae,pluspf
0.01,1,0,F1,1113537,Chlamydia/Chlamydophila group,pluspf
0.01,1,0,G,810,Chlamydia,pluspf
0.01,1,1,S,2494525,Chlamydia buteonis,pluspf
0.01,1,0,P,203691,Spirochaetota,pluspf
0.01,1,0,C,203692,Spirochaetia,pluspf
0.01,1,0,O,136,Spirochaetales,pluspf
0.01,1,0,F,2845253,Treponemataceae,pluspf
0.01,1,1,G,157,Treponema,pluspf
0.01,1,0,P,3018035,Bdellovibrionota,pluspf
0.01,1,0,C,3031419,Bacteriovoracia,pluspf
0.01,1,0,O,2024979,Bacteriovoracales,pluspf
0.01,1,0,F,263369,Bacteriovoracaceae,pluspf
0.01,1,0,G,263370,Peredibacter,pluspf
0.01,1,1,S,28202,Peredibacter starrii,pluspf
0.01,1,0,P,68297,Dictyoglomota,pluspf
0.01,1,0,C,203486,Dictyoglomia,pluspf
0.01,1,0,O,203487,Dictyoglomales,pluspf
0.01,1,0,F,203488,Dictyoglomaceae,pluspf
0.01,1,0,G,13,Dictyoglomus,pluspf
0.01,1,0,S,513050,Dictyoglomus turgidum,pluspf
0.01,1,1,S1,515635,Dictyoglomus turgidum DSM 6724,pluspf
1.27,127,2,K,1783272,Bacillati,pluspf
0.7,70,6,P,1239,Bacillota,pluspf
0.37,37,0,C,91061,Bacilli,pluspf
0.31,31,2,O,1385,Bacillales,pluspf
0.18,18,0,F,186817,Bacillaceae,pluspf
0.08,8,1,G,1386,Bacillus,pluspf
0.04,4,0,G1,86661,Bacillus cereus group,pluspf
0.02,2,2,S,1396,Bacillus cereus,pluspf
0.01,1,1,S,1890302,Bacillus wiedmannii,pluspf
0.01,1,1,S,2026188,Bacillus tropicus,pluspf
0.02,2,0,G1,185979,unclassified Bacillus (in: firmicutes),pluspf
0.02,2,2,S,3035514,Bacillus sp. HSf4,pluspf
0.01,1,0,G1,653685,Bacillus subtilis group,pluspf
0.01,1,1,S,1452,Bacillus atrophaeus,pluspf
0.01,1,0,G,3450404,Paraperibacillus,pluspf
0.01,1,1,S,3115295,Paraperibacillus marinus,pluspf
0.01,1,0,G,2837506,Niallia,pluspf
0.01,1,0,G1,2837522,unclassified Niallia,pluspf
0.01,1,1,S,3082444,Niallia sp. XMNu-256,pluspf
0.01,1,1,G,2837504,Heyndrickxia,pluspf
0.01,1,0,G,2837503,Gottfriedia,pluspf
0.01,1,1,S,371036,Gottfriedia acidiceleris,pluspf
0.01,1,0,G,2800373,Priestia,pluspf
0.01,1,1,S,1404,Priestia megaterium,pluspf
0.01,1,0,G,2675234,Alkalihalobacillus,pluspf
0.01,1,0,G1,2675276,unclassified Alkalihalobacillus,pluspf
0.01,1,1,S,2924032,Alkalihalobacillus sp. LMS39,pluspf
0.01,1,0,G,2675229,Peribacillus,pluspf
0.01,1,1,S,450367,Peribacillus frigoritolerans,pluspf
0.01,1,0,G,182709,Oceanobacillus,pluspf
0.01,1,1,G1,2630292,unclassified Oceanobacillus,pluspf
0.01,1,0,G,84406,Virgibacillus,pluspf
0.01,1,1,S,1482,Virgibacillus halodenitrificans,pluspf
0.01,1,0,G,74385,Gracilibacillus,pluspf
0.01,1,1,S,2663022,Gracilibacillus salitolerans,pluspf
0.06,6,0,F,90964,Staphylococcaceae,pluspf
0.04,4,2,G,1279,Staphylococcus,pluspf
0.01,1,1,S,1282,Staphylococcus epidermidis,pluspf
0.01,1,1,S,46127,Staphylococcus felis,pluspf
0.01,1,0,G,69965,Macrococcus,pluspf
0.01,1,1,S,2875764,Macrococcus armenti,pluspf
0.01,1,0,G,2803850,Mammaliicoccus,pluspf
0.01,1,1,S,1296,Mammaliicoccus sciuri,pluspf
0.02,2,0,F,186818,Caryophanaceae,pluspf
0.01,1,0,G,1569,Sporosarcina,pluspf
0.01,1,0,G1,2647733,unclassified Sporosarcina,pluspf
0.01,1,1,S,2283194,Sporosarcina sp. PTS2304,pluspf
0.01,1,0,G,648800,Solibacillus,pluspf
0.01,1,0,G1,2637870,unclassified Solibacillus,pluspf
0.01,1,1,S,2921653,Solibacillus sp. FSL R5-0691,pluspf
0.01,1,0,F,186820,Listeriaceae,pluspf
0.01,1,0,G,1637,Listeria,pluspf
0.01,1,1,S,1639,Listeria monocytogenes,pluspf
0.01,1,0,F,539738,Gemellaceae,pluspf
0.01,1,0,G,1378,Gemella,pluspf
0.01,1,1,S,84135,Gemella sanguinis,pluspf
0.01,1,0,F,3120697,Fictibacillaceae,pluspf
0.01,1,0,G,1329200,Fictibacillus,pluspf
0.01,1,0,G1,2644029,unclassified Fictibacillus,pluspf
0.01,1,1,S,2991053,Fictibacillus sp. KU28468,pluspf
0.06,6,0,O,186826,Lactobacillales,pluspf
0.04,4,0,F,81852,Enterococcaceae,pluspf
0.02,2,0,G,1350,Enterococcus,pluspf
0.01,1,1,S,1352,Enterococcus faecium,pluspf
0.01,1,0,G1,2608891,unclassified Enterococcus,pluspf
0.01,1,1,S,2774694,Enterococcus sp. DIV0724b,pluspf
0.02,2,0,G,2737,Vagococcus,pluspf
0.02,2,2,S,3109030,Vagococcus jeotgali,pluspf
0.01,1,0,F,1300,Streptococcaceae,pluspf
0.01,1,1,G,1301,Streptococcus,pluspf
0.01,1,0,F,33958,Lactobacillaceae,pluspf
0.01,1,0,G,2767887,Ligilactobacillus,pluspf
0.01,1,1,S,1624,Ligilactobacillus salivarius,pluspf
0.22,22,1,C,186801,Clostridia,pluspf
0.16,16,0,O,186802,Eubacteriales,pluspf
0.13,13,2,F,31979,Clostridiaceae,pluspf
0.1,10,1,G,1485,Clostridium,pluspf
0.02,2,2,S,1491,Clostridium botulinum,pluspf
0.02,2,0,G1,2614128,unclassified Clostridium,pluspf
0.01,1,1,S,3238594,Clostridium sp. HCS.1,pluspf
0.01,1,1,S,1506,Clostridium sp.,pluspf
0.01,1,1,S,2320868,Clostridium manihotivorum,pluspf
0.01,1,1,S,29341,Clostridium argentinense,pluspf
0.01,1,1,S,1548,Clostridium scatologenes,pluspf
0.01,1,0,S,1542,Clostridium novyi,pluspf
0.01,1,1,S1,386415,Clostridium novyi NT,pluspf
0.01,1,0,S,217159,Clostridium carboxidivorans,pluspf
0.01,1,1,S1,536227,Clostridium carboxidivorans P7,pluspf
0.01,1,0,G,1848399,Crassaminicella,pluspf
0.01,1,1,S,1286698,Crassaminicella profunda,pluspf
0.01,1,0,F,186807,Peptococcaceae,pluspf
0.01,1,0,G,51514,Dehalobacterium,pluspf
0.01,1,1,S,51515,Dehalobacterium formicoaceticum,pluspf
0.01,1,0,F,2937909,Desulfitobacteriaceae,pluspf
0.01,1,0,G,36853,Desulfitobacterium,pluspf
0.01,1,0,S,142877,Desulfitobacterium metallireducens,pluspf
0.01,1,1,S1,871968,Desulfitobacterium metallireducens DSM 15288,pluspf
0.01,1,1,F,3082771,Acutalibacteraceae,pluspf
0.02,2,0,O,53433,Halanaerobiales,pluspf
0.01,1,0,F,972,Halanaerobiaceae,pluspf
0.01,1,0,G,2330,Halanaerobium,pluspf
0.01,1,1,S,656519,Halanaerobium hydrogeniformans,pluspf
0.01,1,0,F,53434,Halobacteroidaceae,pluspf
0.01,1,0,G,42417,Halobacteroides,pluspf
0.01,1,0,S,42422,Halobacteroides halobius,pluspf
0.01,1,1,S1,748449,Halobacteroides halobius DSM 5150,pluspf
0.02,2,0,O,3082720,Peptostreptococcales,pluspf
0.02,2,0,F,186804,Peptostreptococcaceae,pluspf
0.01,1,0,G,1257,Peptostreptococcus,pluspf
0.01,1,1,S,3003601,Peptostreptococcus equinus,pluspf
0.01,1,0,G,1505652,Terrisporobacter,pluspf
0.01,1,1,S,1460447,Terrisporobacter petrolearius,pluspf
0.01,1,0,O,3085636,Lachnospirales,pluspf
0.01,1,0,F,186803,Lachnospiraceae,pluspf
0.01,1,0,G,28050,Lachnospira,pluspf
0.01,1,1,S,39485,Lachnospira eligens,pluspf
0.02,2,0,C,909932,Negativicutes,pluspf
0.02,2,0,O,909929,Selenomonadales,pluspf
0.01,1,0,F,1843490,Sporomusaceae,pluspf
0.01,1,0,G,2375,Sporomusa,pluspf
0.01,1,1,S,357999,Sporomusa rhizae,pluspf
0.01,1,0,F,1843491,Selenomonadaceae,pluspf
0.01,1,0,G,158846,Megamonas,pluspf
0.01,1,1,S,437897,Megamonas funiformis,pluspf
0.02,2,0,C,1737404,Tissierellia,pluspf
0.01,1,0,O,1737405,Tissierellales,pluspf
0.01,1,0,F,1737406,Tissierellaceae,pluspf
0.01,1,0,G,41273,Tissierella,pluspf
0.01,1,0,G1,2638726,unclassified Tissierella,pluspf
0.01,1,1,S,3070999,Tissierella sp. MB52-C2,pluspf
0.01,1,0,C1,1737407,Tissierellia incertae sedis,pluspf
0.01,1,0,G,190972,Sedimentibacter,pluspf
0.01,1,0,G1,2649220,unclassified Sedimentibacter,pluspf
0.01,1,1,S,2816908,Sedimentibacter sp. zth1,pluspf
0.01,1,0,C,526524,Erysipelotrichia,pluspf
0.01,1,0,O,526525,Erysipelotrichales,pluspf
0.01,1,0,F,128827,Erysipelotrichaceae,pluspf
0.01,1,0,G,2749267,Amedibacterium,pluspf
0.01,1,1,S,2583452,Amedibacterium intestinale,pluspf
0.29,29,0,K1,1798711,Cyanobacteriota/Melainabacteria group,pluspf
0.29,29,0,P,1117,Cyanobacteriota,pluspf
0.29,29,0,C,3028117,Cyanophyceae,pluspf
0.23,23,0,O,1161,Nostocales,pluspf
0.18,18,0,F,1892261,Chlorogloeopsidaceae,pluspf
0.18,18,0,G,1123,Chlorogloeopsis,pluspf
0.18,18,0,S,1124,Chlorogloeopsis fritschii,pluspf
0.18,18,18,S1,211165,Chlorogloeopsis fritschii PCC 6912,pluspf
0.04,4,0,F,119859,Tolypothrichaceae,pluspf
0.04,4,0,G,111782,Tolypothrix,pluspf
0.04,4,1,G1,2649714,unclassified Tolypothrix,pluspf
0.03,3,3,S,2099387,Tolypothrix sp. PCC 7910,pluspf
0.01,1,0,F,2661849,Calotrichaceae,pluspf
0.01,1,0,G,1186,Calothrix,pluspf
0.01,1,0,G1,2619626,unclassified Calothrix,pluspf
0.01,1,1,S,1170562,Calothrix sp. PCC 6303,pluspf
0.03,3,0,O,3079749,Leptolyngbyales,pluspf
0.03,3,0,F,1890438,Leptolyngbyaceae,pluspf
0.03,3,0,F1,3081713,Leptolyngbya group,pluspf
0.03,3,2,G,47251,Leptolyngbya,pluspf
0.01,1,0,G1,2650499,unclassified Leptolyngbya,pluspf
0.01,1,1,S,2547451,Leptolyngbya sp. NK1-12,pluspf
0.01,1,0,C1,1301283,Oscillatoriophycideae,pluspf
0.01,1,0,O,1118,Chroococcales,pluspf
0.01,1,0,F,1890450,Aphanothecaceae,pluspf
0.01,1,0,G,28070,Gloeothece,pluspf
0.01,1,0,S,2546359,Gloeothece verrucosa,pluspf
0.01,1,1,S1,497965,Gloeothece verrucosa PCC 7822,pluspf
0.01,1,0,O,2881377,Pseudanabaenales,pluspf
0.01,1,0,F,1890436,Pseudanabaenaceae,pluspf
0.01,1,0,G,1152,Pseudanabaena,pluspf
0.01,1,0,S,890415,Pseudanabaena minima,pluspf
0.01,1,1,S1,3158965,Pseudanabaena minima str. Chao 2107,pluspf
0.01,1,0,O,3079744,Acaryochloridales,pluspf
0.01,1,0,F,1890429,Acaryochloridaceae,pluspf
0.01,1,0,G,155977,Acaryochloris,pluspf
0.01,1,1,S,155978,Acaryochloris marina,pluspf
0.15,15,0,P,544448,Mycoplasmatota,pluspf
0.13,13,0,C,31969,Mollicutes,pluspf
0.09,9,0,O,186328,Entomoplasmatales,pluspf
0.07,7,0,F,2131,Spiroplasmataceae,pluspf
0.07,7,1,G,2132,Spiroplasma,pluspf
0.02,2,0,G1,2637901,unclassified Spiroplasma,pluspf
0.01,1,1,S,3139323,Spiroplasma endosymbiont of Virgichneumon dumeticola,pluspf
0.01,1,1,S,3077930,Spiroplasma endosymbiont of Agriotes lineatus,pluspf
0.02,2,0,S,301585,Spiroplasma platyhelix,pluspf
0.02,2,2,S1,1276218,Spiroplasma platyhelix PALS-1,pluspf
0.01,1,1,S,2141,Spiroplasma ixodetis,pluspf
0.01,1,1,S,216931,Spiroplasma alleghenense,pluspf
0.02,2,0,G,2919614,Williamsoniiplasma,pluspf
0.01,1,1,S,214888,Williamsoniiplasma luminosum,pluspf
0.01,1,1,S,215578,Williamsoniiplasma somnilux,pluspf
0.04,4,0,O,2085,Mycoplasmatales,pluspf
0.04,4,0,F,2092,Mycoplasmataceae,pluspf
0.03,3,0,G,2093,Mycoplasma,pluspf
0.01,1,0,S,65123,Mycoplasma wenyonii,pluspf
0.01,1,1,S1,1197325,Mycoplasma wenyonii str. Massachusetts,pluspf
0.01,1,1,S,353852,Mycoplasma nasistruthionis,pluspf
0.01,1,0,G1,656088,Mycoplasma mycoides group,pluspf
0.01,1,0,S,2102,Mycoplasma mycoides,pluspf
0.01,1,1,S1,40477,Mycoplasma mycoides subsp. capri,pluspf
0.01,1,0,F1,363695,unclassified Mycoplasmataceae,pluspf
0.01,1,1,S,2810479,symbiont of Argiope bruennichi,pluspf
0.02,2,0,O,2790996,Mycoplasmoidales,pluspf
0.02,2,0,F,2895623,Metamycoplasmataceae,pluspf
0.02,2,0,G,2767358,Mycoplasmopsis,pluspf
0.01,1,1,S,29561,Mycoplasmopsis meleagridis,pluspf
0.01,1,1,S,114880,Mycoplasmopsis columbinasalis,pluspf
0.11,11,0,P,201174,Actinomycetota,pluspf
0.11,11,0,C,1760,Actinomycetes,pluspf
0.11,11,0,O,85011,Kitasatosporales,pluspf
0.11,11,0,F,2062,Streptomycetaceae,pluspf
0.11,11,0,G,1883,Streptomyces,pluspf
0.11,11,0,G1,2593676,unclassified Streptomyces,pluspf
0.09,9,9,S,3129111,Streptomyces sp. TG1A-60,pluspf
0.02,2,2,S,477697,Streptomyces sp. T12,pluspf
0.04,4,0,K,3384189,Fusobacteriati,pluspf
0.04,4,0,P,32066,Fusobacteriota,pluspf
0.04,4,0,C,203490,Fusobacteriia,pluspf
0.04,4,0,O,203491,Fusobacteriales,pluspf
0.02,2,0,F,203492,Fusobacteriaceae,pluspf
0.02,2,1,G,848,Fusobacterium,pluspf
0.01,1,1,S,2764326,Fusobacterium hominis,pluspf
0.02,2,0,F,1129771,Leptotrichiaceae,pluspf
0.01,1,0,G,32067,Leptotrichia,pluspf
0.01,1,0,G1,2633022,unclassified Leptotrichia,pluspf
0.01,1,1,S,712357,Leptotrichia sp. oral taxon 212,pluspf
0.01,1,0,G,2755140,Pseudoleptotrichia,pluspf
0.01,1,1,S,157692,Pseudoleptotrichia goodfellowii,pluspf
0.1,10,0,2,2157,Archaea,pluspf
0.09,9,0,K,3366610,Methanobacteriati,pluspf
0.09,9,0,P,28890,Methanobacteriota,pluspf
0.09,9,0,P1,2290931,Stenosarchaea group,pluspf
0.09,9,0,C,183963,Halobacteria,pluspf
0.09,9,0,O,2235,Halobacteriales,pluspf
0.09,9,0,F,1963268,Haloarculaceae,pluspf
0.09,9,0,G,2237,Haloarcula,pluspf
0.09,9,0,G1,2624677,unclassified Haloarcula,pluspf
0.09,9,9,S,3409688,Haloarcula sp. NS06,pluspf
0.01,1,0,K,1783275,Thermoproteati,pluspf
0.01,1,0,P,651137,Nitrososphaerota,pluspf
0.01,1,0,C,1643678,Nitrososphaeria,pluspf
0.01,1,0,O,3373481,Nitrosotaleales,pluspf
0.01,1,0,F,3373482,Nitrosotaleaceae,pluspf
0.01,1,0,G,1078904,Nitrosotalea,pluspf
0.01,1,1,S,1903276,Candidatus Nitrosotalea okcheonensis,pluspf
0.45,45,0,1,2787854,other entries,pluspf
0.45,45,45,2,28384,other sequences,pluspf
0.08,8,0,1,10239,Viruses,pluspf
0.03,3,0,2,2732004,Varidnaviria,pluspf
0.03,3,0,K,2732005,Bamfordvirae,pluspf
0.03,3,0,P,2732007,Nucleocytoviricota,pluspf
0.02,2,0,C,2732523,Megaviricetes,pluspf
0.02,2,0,O,2732554,Imitervirales,pluspf
0.01,1,0,F,549779,Mimiviridae,pluspf
0.01,1,0,F1,1977630,Klosneuvirinae,pluspf
0.01,1,0,G,2763561,Fadolivirus,pluspf
0.01,1,1,S,3060017,Fadolivirus algeromassiliense,pluspf
0.01,1,0,F,3044476,Schizomimiviridae,pluspf
0.01,1,0,G,3044674,Biavirus,pluspf
0.01,1,0,S,3059777,Biavirus raunefjordenense,pluspf
0.01,1,1,S1,1499987,Prymnesium kappa virus,pluspf
0.01,1,0,C,2732525,Pokkesviricetes,pluspf
0.01,1,0,O,2732527,Chitovirales,pluspf
0.01,1,0,F,10240,Poxviridae,pluspf
0.01,1,0,F1,10241,Chordopoxvirinae,pluspf
0.01,1,0,G,573055,Cervidpoxvirus,pluspf
0.01,1,0,S,3427847,Cervidpoxvirus muledeerpox,pluspf
0.01,1,0,S1,304399,Mule deerpox virus,pluspf
0.01,1,1,S2,305674,Deerpox virus W-848-83,pluspf
0.03,3,0,2,3403061,Viruses incertae sedis,pluspf
0.03,3,0,C,2840056,Naldaviricetes,pluspf
0.03,3,0,O,2840070,Lefavirales,pluspf
0.03,3,0,F,10442,Baculoviridae,pluspf
0.03,3,0,G,558017,Betabaculovirus,pluspf
0.03,3,0,S,3051997,Betabaculovirus chofumiferanae,pluspf
0.03,3,3,S1,56947,Choristoneura fumiferana granulovirus,pluspf
0.02,2,0,2,2731341,Duplodnaviria,pluspf
0.02,2,0,K,2731360,Heunggongvirae,pluspf
0.01,1,0,P,2731361,Peploviricota,pluspf
0.01,1,0,C,2731363,Herviviricetes,pluspf
0.01,1,0,O,548681,Herpesvirales,pluspf
0.01,1,0,F,3044472,Orthoherpesviridae,pluspf
0.01,1,0,F1,10293,Alphaherpesvirinae,pluspf
0.01,1,0,G,10319,Varicellovirus,pluspf
0.01,1,0,S,3050340,Varicellovirus phocidalpha1,pluspf
0.01,1,1,S1,47418,Phocid alphaherpesvirus 1,pluspf
0.01,1,0,P,2731618,Uroviricota,pluspf
0.01,1,0,C,2731619,Caudoviricetes,pluspf
0.01,1,0,O,3420545,Pantevenvirales,pluspf
0.01,1,0,F,2946170,Straboviridae,pluspf
0.01,1,0,F1,1198136,Tevenvirinae,pluspf
0.01,1,0,G,2948828,Mosugukvirus,pluspf
0.01,1,0,S,2956206,Mosugukvirus pm2,pluspf
0.01,1,1,S1,1429794,Pectobacterium bacteriophage PM2,pluspf
